BDI;Burundi;Cankuzo;;Province;Province;BI.CA;-3.14190263;30.60373692
BDI;Burundi;Cibitoke;;Province;Province;BI.CI;-2.819053775;29.22925396
BDI;Burundi;Gitega;Kitega;Province;Province;BI.GI;-3.492271133;29.92222897
BDI;Burundi;Karuzi;Karusi;Province;Province;BI.KR;-3.137381258;30.12023465
BDI;Burundi;Kayanza;;Province;Province;BI.KY;-3.007285299;29.65896884
BDI;Burundi;Kirundo;;Province;Province;BI.KI;-2.544018995;30.15764447
BDI;Burundi;Makamba;;Province;Province;BI.MA;-4.247748079;29.73568667
BDI;Burundi;Muramvya;Muramviya;Province;Province;BI.MV;-3.271246646;29.65185683
BDI;Burundi;Muyinga;Muhinga;Province;Province;BI.MY;-2.776958206;30.34716627
BDI;Burundi;Mwaro;;Province;Province;BI.MW;-3.490551131;29.71529972
BDI;Burundi;Ngozi;;Province;Province;BI.NG;-2.874977644;29.92491022
BDI;Burundi;Rutana;;Province;Province;BI.RT;-3.875026823;30.09493467
BDI;Burundi;Ruyigi;;Province;Province;BI.RY;-3.458014988;30.32277568
BEL;Belgium;Bruxelles;Brussel;Gewest;Region;;50.83642581;4.367414882
BEL;Belgium;Vlaanderen;Flandres;Gewest;Region;;51.03658924;4.242569224
BEL;Belgium;Wallonie;;Région;Region;;50.31237545;5.011453221
BEN;Benin;Alibori;;Département;Department;BJ.AL;11.33421736;2.904159629
BEN;Benin;Atakora;;Département;Department;BJ.AK;10.69353427;1.581715981
BEN;Benin;Atlantique;;Département;Department;BJ.AQ;6.61191556;2.221642722
BEN;Benin;Borgou;;Département;Department;BJ.BO;9.788361595;2.766480957
BEN;Benin;Collines;;Département;Department;BJ.CL;8.129299876;2.207144395
BEN;Benin;Donga;;Département;Department;BJ.DO;9.355628835;1.794703301
BEN;Benin;Kouffo;Couffo;Département;Department;BJ.CF;6.996436805;1.782894314
BEN;Benin;Littoral;;Département;Department;BJ.LI;6.364694713;2.411789841
BEN;Benin;Mono;;Département;Department;BJ.MO;6.549603145;1.838624856
BEN;Benin;Ouémé;;Département;Department;BJ.OU;6.626817995;2.539619684
BEN;Benin;Plateau;;Département;Department;BJ.PL;7.179497971;2.628894877
BEN;Benin;Zou;;Département;Department;BJ.ZO;7.274657761;2.108615105
BES;Bonaire, Sint Eustatius and Saba;Bonaire;;Gemeente;Municipality;;12.18382823;-68.29014686
BES;Bonaire, Sint Eustatius and Saba;Saba;;Gemeente;Municipality;;17.6314693;-63.23752741
BES;Bonaire, Sint Eustatius and Saba;Sint Eustatius;;Gemeente;Municipality;;17.49084228;-62.9762828
BFA;Burkina Faso;Boucle du Mouhoun;;Région;Region;BF.BO;12.54066634;-3.488816847
BFA;Burkina Faso;Cascades;;Région;Region;BF.CD;10.35171341;-4.570418022
BFA;Burkina Faso;Centre;;Région;Region;BF.CT;12.32254882;-1.5022751
BFA;Burkina Faso;Centre-Est;;Région;Region;BF.CE;11.60533712;-0.186053861
BFA;Burkina Faso;Centre-Nord;;Région;Region;BF.CN;13.26876865;-0.974549856
BFA;Burkina Faso;Centre-Ouest;;Région;Region;BF.CO;11.79233885;-2.218592658
BFA;Burkina Faso;Centre-Sud;;Région;Region;BF.CS;11.58085369;-1.218309069
BFA;Burkina Faso;Est;;Région;Region;BF.ES;12.22767232;0.919892973
BFA;Burkina Faso;Haut-Bassins;;Région;Region;BF.HB;11.3678242;-4.33212116
BFA;Burkina Faso;Nord;;Région;Region;BF.NO;13.45938996;-2.283268353
BFA;Burkina Faso;Plateau-Central;;Région;Region;BF.PC;12.44969656;-1.142958926
BFA;Burkina Faso;Sahel;;Région;Region;BF.SA;14.14637059;-0.440068118
BFA;Burkina Faso;Sud-Ouest;;Région;Region;BF.SO;10.47803933;-3.232801377
BGD;Bangladesh;Barisal;Bakerganj;Bibhag;Division;BD.BA;22.42716703;90.34469798
BGD;Bangladesh;Chittagong;Chattagram|Parbattya Chattagram|Rangamati;Bibhag;Division;BD.CG;22.71208045;91.73027541
BGD;Bangladesh;Dhaka;Daca|Dacca;Bibhag;Division;BD.DH;24.18280032;90.28956697
BGD;Bangladesh;Khulna; ;Bibhag;Division;BD.KH;22.91313689;89.2929763
BGD;Bangladesh;Rajshahi; ;Bibhag;Division;BD.RS;24.5885492;89.04525682
BGD;Bangladesh;Rangpur; ;Bibhag;Division;BD.RP;25.77789514;89.05595214
BGD;Bangladesh;Sylhet; ;Bibhag;Division;BD.SY;24.71534264;91.6637289
BGR;Bulgaria;Blagoevgrad;Gorna Cumaya|Cuma-i Bala|Gorna Djumaya|Gorna Dzhumaya;Oblast;Province;BG.BL;41.72282007;23.42429933
BGR;Bulgaria;Burgas;Bourgas;Oblast;Province;BG.BR;42.49184574;27.30690935
BGR;Bulgaria;Dobrich;Tolbukhin;Oblast;Province;BG.DO;43.65074026;27.93675123
BGR;Bulgaria;Gabrovo;;Oblast;Province;BG.GB;42.93187915;25.24716274
BGR;Bulgaria;Grad Sofiya;;Oblast;Province;BG.SG;42.66446198;23.40138086
BGR;Bulgaria;Haskovo;Khaskovo;Oblast;Province;BG.KK;41.84911302;25.9423486
BGR;Bulgaria;Kardzhali;Kurdjali|Kârdžali|Kirjali;Oblast;Province;BG.KZ;41.52704226;25.44147749
BGR;Bulgaria;Kyustendil;Keustendil|Kjustendil;Oblast;Province;BG.KY;42.25530664;22.86997364
BGR;Bulgaria;Lovech;Loveč;Oblast;Province;BG.LV;43.03525876;24.56880011
BGR;Bulgaria;Montana;Mikhaylovgrad|Mihailovgrad;Oblast;Province;BG.MT;43.49667723;23.19236279
BGR;Bulgaria;Pazardzhik;Pazardjik|Tatar Pazardžik|Bazargic|Bazardzhik|Dobritch|Dobrici|Hagi Oglu;Oblast;Province;BG.PZ;42.13368183;24.14094105
BGR;Bulgaria;Pernik;;Oblast;Province;BG.PN;42.61386101;22.85317123
BGR;Bulgaria;Pleven;Plevila|Plevna|Plyeven;Oblast;Province;BG.PV;43.48611722;24.61091854
BGR;Bulgaria;Plovdiv;Philippopolis;Oblast;Province;BG.PD;42.25736444;24.82490349
BGR;Bulgaria;Razgrad;;Oblast;Province;BG.RG;43.64447058;26.57341393
BGR;Bulgaria;Ruse;Russe|Ruščuk|Rustchuk;Oblast;Province;BG.RS;43.66943391;26.00141738
BGR;Bulgaria;Shumen;Kolarovgrad|Šumla|Šumen;Oblast;Province;BG.SH;43.29651557;27.00481368
BGR;Bulgaria;Silistra;;Oblast;Province;BG.SI;43.94616327;27.04492704
BGR;Bulgaria;Sliven;Slivno;Oblast;Province;BG.SL;42.6703397;26.24102638
BGR;Bulgaria;Smolyan;Smoljan;Oblast;Province;BG.SM;41.6288916;24.66808948
BGR;Bulgaria;Sofia;Sofiya|Sofija;Oblast;Province;BG.SF;42.70737841;23.60901815
BGR;Bulgaria;Stara Zagora;;Oblast;Province;BG.SZ;42.41191178;25.56732944
BGR;Bulgaria;Targovishte;Torgovishte|Tâgovište;Oblast;Province;BG.TU;43.25464637;26.3499488
BGR;Bulgaria;Varna;Stalin;Oblast;Province;BG.VN;43.18620819;27.59493823
BGR;Bulgaria;Veliko Tarnovo;Veliko Turnovo|Gorna Oryahovitsa|Gorna Orjahovica|Turnovo|Tirnovo|Trnova;Oblast;Province;BG.VT;43.18952402;25.64927526
BGR;Bulgaria;Vidin;;Oblast;Province;BG.VD;43.79729484;22.68620974
BGR;Bulgaria;Vratsa;Vraca;Oblast;Province;BG.VR;43.39506726;23.75915175
BGR;Bulgaria;Yambol;Jambol|Jamboli;Oblast;Province;BG.YA;42.29555935;26.62913998
BHR;Bahrain;Capital;Muhafazat al-'Asimah;Muhafazah;Governorate;BH.CA;26.21799717;50.57488264
BHR;Bahrain;Central;al-Muhafazah al-Wustah;Muhafazah;Governorate;BH.CE;26.15093033;50.57629287
BHR;Bahrain;Muharraq;Muhafazat al-Muharaq;Muhafazah;Governorate;BH.MU;26.24418868;50.64406405
BHR;Bahrain;Northern;al-Muhafazah ash-Shamaliyah;Muhafazah;Governorate;BH.NO;26.15487203;50.47771857
BHR;Bahrain;Southern;al-Muhafazah al-Janobiyah;Muhafazah;Governorate;BH.SO;25.94648983;50.57935079
BHS;Bahamas;Acklins;;District;District;BS.AK;22.47742034;-73.99636356
BHS;Bahamas;Berry Islands;;District;District;BS.BR;25.61804891;-77.82709336
